"","RSB441-01","RSB441-02","RSB441-03","RSB441-04","RSB441-05","RSB441-06"
"ccr-let-7a_MIMAT0026189_Cyprinus_carpio_let-7a ",469.644156655414,416.534457968651,652.940440168299,757.242635224466,585.92306192616,516.922476404781
"ccr-miR-1_MIMAT0026194_Cyprinus_carpio_miR-1 ",24.4472300724736,18.678675245231,23.6498112186943,29.9192762741558,11.6646245100154,12.4061394337147
"ccr-miR-100_MIMAT0026195_Cyprinus_carpio_miR-100 ",239.325515446321,246.558513237049,165.54867853086,149.596381370779,183.942155734859,205.587453472987
"ccr-miR-184_MIMAT0026244_Cyprinus_carpio_miR-184 ",1933.90456836462,1423.3150536866,1539.29423453849,1607.80491787547,1262.47128350706,1132.50329973482
"cel-let-7-5p_MIMAT0000001_Caenorhabditis_elegans_let-7-5p ",527.545491037589,450.156073410067,607.697323054276,770.065182199104,532.983612226859,532.282458560809
"cel-miR-124-3p_MIMAT0000282_Caenorhabditis_elegans_miR-124-3p ",299.800242467703,326.876816791543,373.255716190697,328.3996752949,370.576147895106,363.322654844503
"cel-miR-71-5p_MIMAT0000043_Caenorhabditis_elegans_miR-71-5p ",241.898908085529,186.78675245231,251.921902112179,192.338204619573,236.88160543416,190.227471316959
"cel-miR-87-3p_MIMAT0000060_Caenorhabditis_elegans_miR-87-3p ",213.591589054243,173.711679780648,150.124888605625,170.254929274363,216.244192839517,219.76589854009
"cfa-let-7a_MIMAT0006594_Canis_familiaris_let-7a ",554.56611374927,536.07797953813,617.979849671099,744.420088249828,543.750957928412,525.193236027257
"cfa-let-7c_MIMAT0006669_Canis_familiaris_let-7c ",553.279417429666,422.138060542221,622.092860317829,678.170262214197,528.497218184546,461.390233225296
"cfa-miR-124_MIMAT0006657_Canis_familiaris_miR-124 ",275.353012395229,334.348286889635,336.238620370132,326.974947853274,384.035330022047,375.138025733755
"cfa-miR-184_MIMAT0009842_Canis_familiaris_miR-184 ",833.779215103311,1245.86763885691,624.149365641193,681.732080818264,950.218258162027,988.355774885941
"cfa-miR-99b_MIMAT0006607_Canis_familiaris_miR-99b ",141.536595156426,162.50447463351,78.1472022878595,108.991649284425,97.8033901224372,151.236747382427
"cgr-let-7a_MIMAT0023716_Cricetulus_griseus_let-7a ",590.593610698179,438.948868262929,622.092860317829,738.721178483322,547.340073162263,548.233209261299
"cgr-miR-100-5p_MIMAT0023726_Cricetulus_griseus_miR-100-5p ",119.66275772316,190.522487501356,64.7799176859888,94.0320111473467,113.057129866304,158.916738460441
"cgr-miR-124_MIMAT0023740_Cricetulus_griseus_miR-124 ",274.066316075625,366.102034806528,367.086200220603,356.89422412743,356.219686959702,403.49491586796
"cgr-miR-1260_MIMAT0023746_Cricetulus_griseus_miR-1260 ",325.53416885978,218.540500369203,875.04301509169,549.944792467816,637.965232816998,261.119696652472
"cgr-miR-184_MIMAT0023809_Cricetulus_griseus_miR-184 ",872.380104691427,1283.22498934737,654.996945491664,656.7993505898,997.774035010552,957.635810573885
"chi-let-7a-5p_MIMAT0035880_Capra_hircus_let-7a-5p ",581.586736460952,480.041953802437,629.290628949605,725.186267787871,571.566600990757,526.374773116183
"chi-let-7c-5p_MIMAT0035884_Capra_hircus_let-7c-5p ",517.251920480758,420.270193017698,556.284689970158,692.417536630462,558.107418863816,480.885595192562
"chi-miR-1_MIMAT0035896_Capra_hircus_miR-1 ",18.0137484744543,24.2822778188003,25.706316542059,27.0698213909028,12.5619033184782,20.6768990561912
"chi-miR-100-5p_MIMAT0035897_Capra_hircus_miR-100-5p ",109.369187166329,175.579547305171,84.3167182579536,102.580375797106,120.235360334005,140.6029135821
"chi-miR-124a_MIMAT0035922_Capra_hircus_miR-124a ",141.536595156426,188.654619976833,133.672846018707,118.252377654997,235.984326625697,236.307417785043
"chi-miR-153_MIMAT0035983_Capra_hircus_miR-153 ",16.7270521548504,9.3393376226155,17.4802952486001,22.0832753452102,13.4591821269409,12.9969079781773
"chi-miR-184_MIMAT0036009_Capra_hircus_miR-184 ",895.540638444297,1173.02080540051,631.34713427297,640.414985011096,1019.30872641366,957.635810573885
"chi-miR-99b-5p_MIMAT0036314_Capra_hircus_miR-99b-5p ",135.103113558407,134.486461765663,63.7516650243064,102.580375797106,116.646245100154,139.421376493175
"cin-let-7d-5p_MIMAT0006089_Ciona_intestinalis_let-7d-5p ",102.93570556831,100.864846324247,94.5992448747772,117.540013934183,93.3169960801235,83.8891333136902
"cin-miR-124-3p_MIMAT0006100_Ciona_intestinalis_miR-124-3p ",324.247472540177,330.612551840589,358.860178927144,321.988401807581,384.93260883051,398.76876751226
"cin-miR-184_MIMAT0006108_Ciona_intestinalis_miR-184 ",1928.75778308621,1570.87658812393,1577.33958302074,1628.46346577905,1494.8664948989,1161.45095841348
"cin-miR-4154-3p_MIMAT0016758_Ciona_intestinalis_miR-4154-3p ",19.3004447940581,29.8858803923696,10.2825266168236,30.631639994969,10.7673457015527,23.0399732340417
