contrast	gene
LtH_7.Control	LOC101850263
LtH_7.Control	LOC101853869
LtH_7.Control	LOC101851514
LtH_7.Control	LOC101858725
LtH_7.Control	LOC101856747
LtH_7.Control	LOC101856973
LtH_7.Control	LOC100533285
LtH_7.Control	LOC101864470
LtH_7.Control	LOC101861140
LtH_7.Control	LOC101861524
LtH_7.Control	LOC101846084
LtH_7.Control	LOC101847204
LtH_7.Control	LOC101850019
LtH_7.Control	LOC101847439
LtH_7.Control	LOC106012408
LtH_7.Control	LOC106012415
LtH_7.Control	LOC101852339
LtH_7.Control	LOC118478099
LtH_7.Control	LOC101854029
LtH_7.Control	LOC101859344
LtH_7.Control	LOC101857424
LtH_7.Control	LOC101860510
LtH_7.Control	LOC101858504
LtH_7.Control	LOC101858726
LtH_7.Control	LOC101846828
LtH_7.Control	LOC101862813
LtH_7.Control	LOC101845410
LtH_7.Control	LOC118478110
LtH_7.Control	LOC101847745
LtH_7.Control	LOC101848130
LtH_7.Control	LOC101854588
LtH_7.Control	LOC101859183
LtH_7.Control	LOC101859424
LtH_7.Control	LOC101856444
LtH_7.Control	LOC101845019
LtH_7.Control	LOC106012430
LtH_7.Control	LOC101849477
LtH_7.Control	LOC101847055
LtH_7.Control	LOC118478135
LtH_7.Control	LOC101852709
LtH_7.Control	LOC101852945
LtH_7.Control	LOC101856909
LtH_7.Control	LOC101860031
LtH_7.Control	LOC101859800
LtH_7.Control	LOC101862363
LtH_7.Control	LOC101846438
LtH_7.Control	LOC101847123
LtH_7.Control	LOC106012451
LtH_7.Control	LOC101849071
LtH_7.Control	LOC101849711
LtH_7.Control	LOC101852710
LtH_7.Control	LOC101854590
LtH_7.Control	LOC101855274
LtH_7.Control	LOC101856361
LtH_7.Control	LOC101856591
LtH_7.Control	LOC101860511
LtH_7.Control	LOC101857128
LtH_7.Control	LOC106012457
LtH_7.Control	LOC101863917
LtH_7.Control	LOC101845115
LtH_7.Control	LOC106012458
LtH_7.Control	LOC106012463
LtH_7.Control	LOC101845788
LtH_7.Control	LOC101848057
LtH_7.Control	LOC101848765
LtH_7.Control	LOC106012465
LtH_7.Control	LOC101846830
LtH_7.Control	LOC101846977
LtH_7.Control	LOC101849227
LtH_7.Control	LOC101849479
LtH_7.Control	LOC118478152
LtH_7.Control	LOC101850824
LtH_7.Control	LOC101852194
LtH_7.Control	LOC101857964
LtH_7.Control	LOC101856039
LtH_7.Control	LOC101860589
LtH_7.Control	LOC101858796
LtH_7.Control	LOC101859185
LtH_7.Control	LOC106012479
LtH_7.Control	LOC118478157
LtH_7.Control	LOC101863118
LtH_7.Control	LOC118477177
LtH_7.Control	LOC101861968
LtH_7.Control	LOC106012482
LtH_7.Control	LOC101850265
LtH_7.Control	LOC101864318
LtH_7.Control	LOC101845863
LtH_7.Control	LOC101851208
LtH_7.Control	LOC101851427
LtH_7.Control	LOC101855885
LtH_7.Control	LOC106012487
LtH_7.Control	LOC101862962
LtH_7.Control	LOC101853334
LtH_7.Control	LOC101853802
LtH_7.Control	LOC101858651
LtH_7.Control	LOC101859584
LtH_7.Control	LOC106012504
LtH_7.Control	LOC101861454
LtH_7.Control	LOC101861903
LtH_7.Control	LOC101862130
LtH_7.Control	LOC101862884
LtH_7.Control	LOC101862289
LtH_7.Control	LOC101846598
LtH_7.Control	LOC101848901
LtH_7.Control	LOC101849628
LtH_7.Control	LOC101850266
LtH_7.Control	LOC101853954
LtH_7.Control	LOC118478175
LtH_7.Control	LOC101857966
LtH_7.Control	LOC101859349
LtH_7.Control	LOC118478177
LtH_7.Control	LOC101846752
LtH_7.Control	LOC101848133
LtH_7.Control	LOC101849310
LtH_7.Control	NOS
LtH_7.Control	LOC101853572
LtH_7.Control	LOC101851138
LtH_7.Control	LOC101854267
LtH_7.Control	LOC101851971
LtH_7.Control	LOC101858047
LtH_7.Control	LOC101850268
LtH_7.Control	LOC106012530
LtH_7.Control	LOC101851209
LtH_7.Control	LOC101854268
LtH_7.Control	LOC101853336
LtH_7.Control	LOC101862131
LtH_7.Control	LOC101860671
LtH_7.Control	LOC101861141
LtH_7.Control	LOC101845568
LtH_7.Control	LOC101851660
LtH_7.Control	LOC101848372
LtH_7.Control	LOC101849629
LtH_7.Control	LOC101852560
LtH_7.Control	LOC101853402
LtH_7.Control	LOC101854033
LtH_7.Control	LOC101854269
LtH_7.Control	LOC101858565
LtH_7.Control	LOC101860672
LtH_7.Control	LOC101859657
LtH_7.Control	LOC106012540
LtH_7.Control	LOC101846899
LtH_7.Control	LOC101863042
LtH_7.Control	LOC101864640
LtH_7.Control	LOC101845348
LtH_7.Control	LOC101848450
LtH_7.Control	LOC101848902
LtH_7.Control	LOC101849863
LtH_7.Control	LOC101851972
LtH_7.Control	LOC106012546
LtH_7.Control	LOC101853403
LtH_7.Control	LOC101853874
LtH_7.Control	LOC118477179
LtH_7.Control	LOC101862290
LtH_7.Control	LOC101845119
LtH_7.Control	LOC101845794
LtH_7.Control	LOC101846019
LtH_7.Control	LOC101846441
LtH_7.Control	LOC101847357
LtH_7.Control	LOC106012551
LtH_7.Control	LOC106012552
LtH_7.Control	LOC101852108
LtH_7.Control	LOC101854034
LtH_7.Control	LOC101861601
LtH_7.Control	LOC106012561
LtH_7.Control	LOC101861830
LtH_7.Control	LOC101846672
LtH_7.Control	LOC101862964
LtH_7.Control	LOC106012567
LtH_7.Control	LOC101863364
LtH_7.Control	LOC101845795
LtH_7.Control	LOC101847358
LtH_7.Control	LOC101851063
LtH_7.Control	LOC101848223
LtH_7.Control	LOC101852641
LtH_7.Control	LOC106012569
LtH_7.Control	LOC101858505
LtH_7.Control	LOC101860757
LtH_7.Control	LOC101859500
LtH_7.Control	LOC101859877
LtH_7.Control	LOC101851286
LtH_7.Control	LOC101856831
LtH_7.Control	LOC101853477
LtH_7.Control	LOC101854593
LtH_7.Control	LOC101858292
LtH_7.Control	LOC118478212
LtH_7.Control	LOC101861224
LtH_7.Control	LOC101861457
LtH_7.Control	LOC101862601
LtH_7.Control	LOC101863044
LtH_7.Control	LOC101863529
LtH_7.Control	LOC101849391
LtH_7.Control	LOC101848452
LtH_7.Control	LOC101853955
LtH_7.Control	LOC101850270
LtH_7.Control	LOC101854186
LtH_7.Control	LOC106012596
LtH_7.Control	LOC101861971
LtH_7.Control	LOC101859722
LtH_7.Control	LOC101847675
LtH_7.Control	LOC101850498
LtH_7.Control	LOC101853716
LtH_7.Control	LOC101855037
LtH_7.Control	LOC101857427
LtH_7.Control	LOC101858122
LtH_7.Control	LOC101856596
LtH_7.Control	LOC101859502
LtH_7.Control	LOC101859723
LtH_7.Control	LOC101862965
LtH_7.Control	LOC101863689
LtH_7.Control	LOC101848989
LtH_7.Control	LOC101849229
LtH_7.Control	LOC101845635
LtH_7.Control	LOC106012617
LtH_7.Control	LOC101851287
LtH_7.Control	LOC101852642
LtH_7.Control	LOC101857428
LtH_7.Control	LOC101856041
LtH_7.Control	LOC101856978
LtH_7.Control	LOC101858353
LtH_7.Control	LOC101861145
LtH_7.Control	LOC101848905
LtH_7.Control	LOC101850829
LtH_7.Control	LOC101854594
LtH_7.Control	LOC101858430
LtH_7.Control	LOC101855966
LtH_7.Control	LOC101856979
LtH_7.Control	LOC101857506
LtH_7.Control	LOC101864245
LtH_7.Control	LOC101862057
LtH_7.Control	LOC101845636
LtH_7.Control	LOC101846755
LtH_7.Control	LOC106012635
LtH_7.Control	LOC101849949
LtH_7.Control	LOC101853875
LtH_7.Control	LOC101856525
LtH_7.Control	LOC101857813
LtH_7.Control	LOC101862820
LtH_7.Control	LOC118478256
LtH_7.Control	LOC101846675
LtH_7.Control	LOC101850742
LtH_7.Control	LOC101849230
LtH_7.Control	LOC101851664
LtH_7.Control	LOC101852948
LtH_7.Control	LOC101856677
LtH_7.Control	LOC101856910
LtH_7.Control	LOC101857507
LtH_7.Control	LOC101861527
LtH_7.Control	LOC106012657
LtH_7.Control	LOC101849787
LtH_7.Control	LOC101847443
LtH_7.Control	LOC101849393
LtH_7.Control	LOC101852564
LtH_7.Control	LOC101853022
LtH_7.Control	LOC101860991
LtH_7.Control	LOC101857814
LtH_7.Control	LOC101860836
LtH_7.Control	LOC101861679
LtH_7.Control	LOC101862822
LtH_7.Control	LOC101846157
LtH_7.Control	aplC
LtH_7.Control	LOC101853719
LtH_7.Control	LOC106011005
LtH_7.Control	LOC101856679
LtH_7.Control	LOC101858957
LtH_7.Control	LOC101862058
LtH_7.Control	LOC101860353
LtH_7.Control	LOC101863834
LtH_7.Control	LOC106012684
LtH_7.Control	LOC101848769
LtH_7.Control	LOC101847060
LtH_7.Control	LOC101847444
LtH_7.Control	LOC101847677
LtH_7.Control	LOC101849866
LtH_7.Control	LOC101854597
LtH_7.Control	LOC101855042
LtH_7.Control	LOC101858052
LtH_7.Control	LOC101860993
LtH_7.Control	LOC101862604
LtH_7.Control	LOC101862823
LtH_7.Control	LOC101845188
LtH_7.Control	LOC101849313
LtH_7.Control	LOC101850502
LtH_7.Control	LOC101851817
LtH_7.Control	LOC101853721
LtH_7.Control	LOC101853023
LtH_7.Control	LOC101854432
LtH_7.Control	LOC101855895
LtH_7.Control	LOC101855360
LtH_7.Control	LOC106012695
LtH_7.Control	LOC106012702
LtH_7.Control	LOC106012698
LtH_7.Control	LOC106012699
LtH_7.Control	LOC106012704
LtH_7.Control	LOC101863458
LtH_7.Control	LOC101863923
LtH_7.Control	LOC101846677
LtH_7.Control	LOC101854190
LtH_7.Control	LOC101849558
LtH_7.Control	LOC101854890
LtH_7.Control	LOC101852347
LtH_7.Control	LOC101861307
LtH_7.Control	LOC101846299
LtH_7.Control	LOC100533294
LtH_7.Control	LOC101846979
LtH_7.Control	LOC101851818
LtH_7.Control	LOC101856526
LtH_7.Control	LOC101856751
LtH_7.Control	LOC101854271
LtH_7.Control	LOC101854517
LtH_7.Control	LOC101854891
LtH_7.Control	LOC101855670
LtH_7.Control	LOC106012734
LtH_7.Control	LOC101860275
LtH_7.Control	LOC101860518
LtH_7.Control	LOC118478298
LtH_7.Control	LOC101861604
LtH_7.Control	LOC101845351
LtH_7.Control	LOC101849950
LtH_7.Control	LOC101850195
LtH_7.Control	LOC101849559
LtH_7.Control	LOC101854518
LtH_7.Control	LOC101852871
LtH_7.Control	LOC101856982
LtH_7.Control	LOC118477184
LtH_7.Control	LOC101856527
LtH_7.Control	LOC101860191
LtH_7.Control	LOC101861383
LtH_7.Control	LOC101861681
LtH_7.Control	LOC101862134
LtH_7.Control	LOC101862749
LtH_7.Control	LOC101863123
LtH_7.Control	LOC100533405
LtH_7.Control	LOC101846448
LtH_7.Control	LOC101846907
LtH_7.Control	LOC101863835
LtH_7.Control	LOC101847603
LtH_7.Control	LOC101847833
LtH_7.Control	LOC101850744
LtH_7.Control	LOC101855282
LtH_7.Control	LOC101853723
LtH_7.Control	LOC101860679
LtH_7.Control	LOC101861065
LtH_7.Control	LOC106012760
LtH_7.Control	LOC101864249
LtH_7.Control	LOC101864475
LtH_7.Control	LOC106012766
LtH_7.Control	LOC118478319
LtH_7.Control	LOC118478318
LtH_7.Control	LOC101845867
LtH_7.Control	LOC101848908
LtH_7.Control	LOC101854740
LtH_7.Control	LOC101852646
LtH_7.Control	LOC106012770
LtH_7.Control	LOC101857132
LtH_7.Control	LOC101856528
LtH_7.Control	LOC101859960
LtH_7.Control	LOC101860917
LtH_7.Control	LOC101858124
LtH_7.Control	LOC101861384
LtH_7.Control	LOC101862061
LtH_7.Control	LOC106012779
LtH_7.Control	LOC101862526
LtH_7.Control	LOC101864544
LtH_7.Control	LOC101862750
LtH_7.Control	LOC106012780
LtH_7.Control	LOC101845487
LtH_7.Control	LOC101847755
LtH_7.Control	LOC101848229
LtH_7.Control	LOC101848458
LtH_7.Control	LOC101849317
LtH_7.Control	LOC101850355
LtH_7.Control	LOC101850590
LtH_7.Control	LOC101853024
LtH_7.Control	LOC101856682
LtH_7.Control	LOC101859355
LtH_7.Control	LOC101862968
LtH_7.Control	LOC101863209
LtH_7.Control	LOC101849151
LtH_7.Control	LOC101849869
LtH_7.Control	LOC101850106
LtH_7.Control	LOC101850591
LtH_7.Control	LOC101854274
LtH_7.Control	LOC101856370
LtH_7.Control	LOC101861309
LtH_7.Control	LOC101860354
LtH_7.Control	LOC118478335
LtH_7.Control	LOC101845024
LtH_7.Control	LOC101845714
LtH_7.Control	LOC101853640
LtH_7.Control	LOC101850357
LtH_7.Control	LOC101854742
LtH_7.Control	LOC101855362
LtH_7.Control	LOC101856835
LtH_7.Control	LOC101860520
LtH_7.Control	LOC101858960
LtH_7.Control	LOC101861227
LtH_7.Control	LOC101863210
LtH_7.Control	LOC101850745
LtH_7.Control	LOC118478343
LtH_7.Control	LOC101852790
LtH_7.Control	LOC101855673
LtH_7.Control	LOC101854040
LtH_7.Control	LOC101858054
LtH_7.Control	LOC101859882
LtH_7.Control	LOC106012811
LtH_7.Control	LOC118478371
LtH_7.Control	LOC101846025
LtH_7.Control	LOC101852116
LtH_7.Control	LOC101855046
LtH_7.Control	LOC101862439
LtH_7.Control	LOC101863607
LtH_7.Control	LOC118478381
LtH_7.Control	LOC101850667
LtH_7.Control	LOC101851600
LtH_7.Control	LOC101853025
LtH_7.Control	LOC101859505
LtH_7.Control	LOC101856916
LtH_7.Control	LOC101860438
LtH_7.Control	LOC101862209
LtH_7.Control	LOC101847835
LtH_7.Control	LOC101847989
LtH_7.Control	LOC101848686
LtH_7.Control	LOC101849154
LtH_7.Control	LOC101854435
LtH_7.Control	LOC101855047
LtH_7.Control	LOC101860439
LtH_7.Control	LOC101862675
LtH_7.Control	LOC106012844
LtH_7.Control	LOC101845490
LtH_7.Control	LOC101846602
LtH_7.Control	LOC101849155
LtH_7.Control	LOC101850276
LtH_7.Control	LOC101850506
LtH_7.Control	LOC101851601
LtH_7.Control	LOC101853486
LtH_7.Control	LOC106012861
LtH_7.Control	LOC101857136
LtH_7.Control	LOC101859125
LtH_7.Control	LOC101861760
LtH_7.Control	LOC101862442
LtH_7.Control	LOC101845419
LtH_7.Control	LOC101846086
LtH_7.Control	LOC101849874
LtH_7.Control	LOC101850507
LtH_7.Control	LOC101854276
LtH_7.Control	LOC101853811
LtH_7.Control	LOC101855744
LtH_7.Control	LOC101858662
LtH_7.Control	LOC101856209
LtH_7.Control	LOC101859126
LtH_7.Control	LOC101860044
LtH_7.Control	LOC118478404
LtH_7.Control	LOC101847284
LtH_7.Control	LOC101847759
LtH_7.Control	LOC101848235
LtH_7.Control	LOC101848688
LtH_7.Control	LOC101849720
LtH_7.Control	LOC101850431
LtH_7.Control	LOC101850904
LtH_7.Control	LOC101853812
LtH_7.Control	LOC101854277
LtH_7.Control	LOC101854894
LtH_7.Control	LOC101857137
LtH_7.Control	LOC101861762
LtH_7.Control	LOC101861981
LtH_7.Control	LOC101862753
LtH_7.Control	LOC118478414
LtH_7.Control	LOC101845191
LtH_7.Control	LOC101846685
LtH_7.Control	LOC101846911
LtH_7.Control	LOC101847897
LtH_7.Control	LOC101848772
LtH_7.Control	LOC106012890
LtH_7.Control	LOC106012887
LtH_7.Control	LOC101854895
LtH_7.Control	LOC101854437
LtH_7.Control	LOC101855588
LtH_7.Control	LOC101857671
LtH_7.Control	LOC101860598
LtH_7.Control	LOC106012896
LtH_7.Control	LOC101861070
LtH_7.Control	LOC106012898
LtH_7.Control	LOC101861684
LtH_7.Control	LOC101845126
LtH_7.Control	LOC101850593
LtH_7.Control	LOC101848541
LtH_7.Control	LOC101849487
LtH_7.Control	LOC101850433
LtH_7.Control	LOC101851524
LtH_7.Control	LOC118478423
LtH_7.Control	LOC101855519
LtH_7.Control	LOC106012903
LtH_7.Control	LOC101852568
LtH_7.Control	LOC101852720
LtH_7.Control	LOC101857513
LtH_7.Control	LOC101861837
LtH_7.Control	LOC106012912
LtH_7.Control	LOC101864012
LtH_7.Control	LOC101862825
LtH_7.Control	LOC101864252
LtH_7.Control	LOC101863049
LtH_7.Control	LOC101864708
LtH_7.Control	LOC118478432
LtH_7.Control	LOC101845421
LtH_7.Control	LOC101847211
LtH_7.Control	LOC101854438
LtH_7.Control	LOC101854821
LtH_7.Control	LOC101856686
LtH_7.Control	LOC101857593
LtH_7.Control	LOC106012918
LtH_7.Control	LOC101845267
LtH_7.Control	LOC101846837
LtH_7.Control	LOC101848377
LtH_7.Control	LOC101849722
LtH_7.Control	LOC101850837
LtH_7.Control	LOC101856126
LtH_7.Control	LOC101859663
LtH_7.Control	LOC101860359
LtH_7.Control	LOC101860686
LtH_7.Control	LOC101860922
LtH_7.Control	LOC100533247
LtH_7.Control	LOC118478447
LtH_7.Control	LOC106012931
LtH_7.Control	LOC101864254
LtH_7.Control	LOC118478448
LtH_7.Control	LOC101850670
LtH_7.Control	LOC101848995
LtH_7.Control	LOC101852875
LtH_7.Control	LOC100533450
LtH_7.Control	LOC101858213
LtH_7.Control	LOC101858439
LtH_7.Control	LOC101858888
LtH_7.Control	LOC101860523
LtH_7.Control	LOC101862826
LtH_7.Control	LOC101863536
LtH_7.Control	LOC118478459
LtH_7.Control	LOC101848067
LtH_7.Control	LOC101848916
LtH_7.Control	LOC101849157
LtH_7.Control	LOC101849877
LtH_7.Control	LOC101848236
LtH_7.Control	LOC101848689
LtH_7.Control	LOC101854362
LtH_7.Control	LOC118478467
LtH_7.Control	LOC101855520
LtH_7.Control	LOC101858572
LtH_7.Control	LOC101858807
LtH_7.Control	LOC101860442
LtH_7.Control	LOC101861389
LtH_7.Control	LOC101861839
LtH_7.Control	LOC106012956
LtH_7.Control	LOC101863294
LtH_7.Control	LOC101847682
LtH_7.Control	LOC101848607
LtH_7.Control	LOC101854280
LtH_7.Control	LOC101855444
LtH_7.Control	LOC101856127
LtH_7.Control	LOC101859594
LtH_7.Control	LOC101856838
LtH_7.Control	LOC101862677
LtH_7.Control	LOC101862893
LtH_7.Control	LOC101846245
LtH_7.Control	LOC101847902
LtH_7.Control	LOC101846985
LtH_7.Control	LOC101848608
LtH_7.Control	LOC101849490
LtH_7.Control	LOC101854439
LtH_7.Control	LOC101853118
LtH_7.Control	LOC101855367
LtH_7.Control	LOC101857673
LtH_7.Control	LOC101858966
LtH_7.Control	LOC101859967
LtH_7.Control	LOC106012986
LtH_7.Control	LOC101861537
LtH_7.Control	LOC101863773
LtH_7.Control	LOC101864480
LtH_7.Control	LOC101845196
LtH_7.Control	LOC101845646
LtH_7.Control	LOC101849081
LtH_7.Control	LOC101850033
LtH_7.Control	LOC101849319
LtH_7.Control	LOC101851219
LtH_7.Control	LOC101852721
LtH_7.Control	LOC101852954
LtH_7.Control	LOC101853408
LtH_7.Control	LOC106012994
LtH_7.Control	LOC101853642
LtH_7.Control	LOC101854527
LtH_7.Control	LOC101855135
LtH_7.Control	LOC101855902
LtH_7.Control	LOC101856460
LtH_7.Control	LOC101857978
LtH_7.Control	LOC101862678
LtH_7.Control	LOC101863053
LtH_7.Control	LOC101863842
LtH_7.Control	LOC101864548
LtH_7.Control	LOC101845493
LtH_7.Control	LOC101848917
LtH_7.Control	LOC118478489
LtH_7.Control	LOC101850597
LtH_7.Control	LOC101853031
LtH_7.Control	LOC106013015
LtH_7.Control	LOC101854198
LtH_7.Control	LOC101859596
LtH_7.Control	LOC101857824
LtH_7.Control	LOC101862372
LtH_7.Control	LOC101862829
LtH_7.Control	LOC100533297
LtH_7.Control	LOC101851529
LtH_7.Control	LOC101850436
LtH_7.Control	LOC101852722
LtH_7.Control	LOC101856462
LtH_7.Control	LOC101860121
LtH_7.Control	LOC101861465
LtH_7.Control	LOC101862679
LtH_7.Control	LOC101863611
LtH_7.Control	LOC101864090
LtH_7.Control	LOC101864327
LtH_7.Control	LOC101846988
LtH_7.Control	LOC106013026
LtH_7.Control	LOC101850750
LtH_7.Control	LOC101849082
LtH_7.Control	LOC101849320
LtH_7.Control	LOC101849958
LtH_7.Control	LOC118478504
LtH_7.Control	LOC101857363
LtH_7.Control	LOC101857597
LtH_7.Control	LOC101859815
LtH_7.Control	LOC106013031
LtH_7.Control	LOC101845354
LtH_7.Control	LOC101846379
LtH_7.Control	LOC118478507
LtH_7.Control	LOC101850908
LtH_7.Control	LOC101849492
LtH_7.Control	LOC101849726
LtH_7.Control	LOC101849959
LtH_7.Control	LOC101854282
LtH_7.Control	LOC101852269
LtH_7.Control	LOC101857438
LtH_7.Control	LOC101855369
LtH_7.Control	LOC101857277
LtH_7.Control	LOC101860601
LtH_7.Control	LOC101859040
LtH_7.Control	LOC101859665
LtH_7.Control	LOC101860122
LtH_7.Control	LOC106013039
LtH_7.Control	LOC101861233
LtH_7.Control	LOC101861466
LtH_7.Control	LOC101861841
LtH_7.Control	LOC101862609
LtH_7.Control	LOC106013040
LtH_7.Control	LOC106013042
LtH_7.Control	LOC101847452
LtH_7.Control	LOC106013044
LtH_7.Control	LOC101850909
LtH_7.Control	LOC106013052
LtH_7.Control	LOC101853818
LtH_7.Control	LOC101853582
LtH_7.Control	LOC101854981
LtH_7.Control	LOC101855214
LtH_7.Control	LOC101855445
LtH_7.Control	LOC101855675
LtH_7.Control	LOC118478514
LtH_7.Control	LOC101860362
LtH_7.Control	LOC101863696
LtH_7.Control	LOC101847453
LtH_7.Control	LOC101849159
LtH_7.Control	LOC101847687
LtH_7.Control	LOC101848316
LtH_7.Control	LOC101849644
LtH_7.Control	LOC101855370
LtH_7.Control	LOC101853194
LtH_7.Control	LOC101855594
LtH_7.Control	LOC106013069
LtH_7.Control	LOC101856923
LtH_7.Control	LOC101864018
LtH_7.Control	LOC101864258
LtH_7.Control	LOC101863541
LtH_7.Control	LOC101846308
LtH_7.Control	LOC101849406
LtH_7.Control	LOC101854284
LtH_7.Control	LOC101856050
LtH_7.Control	LOC101856757
LtH_7.Control	LOC101857365
LtH_7.Control	LOC101857143
LtH_7.Control	LOC101857827
LtH_7.Control	LOC106013092
LtH_7.Control	LOC101862066
LtH_7.Control	LOC106013095
LtH_7.Control	LOC101863697
LtH_7.Control	LOC101864177
LtH_7.Control	LOC101846030
LtH_7.Control	LOC101846687
LtH_7.Control	LOC101849241
LtH_7.Control	LOC101848778
LtH_7.Control	LOC101849727
LtH_7.Control	LOC101849961
LtH_7.Control	LOC101851297
LtH_7.Control	LOC101852272
LtH_7.Control	LOC101855595
LtH_7.Control	LOC101856051
LtH_7.Control	LOC101854668
LtH_7.Control	LOC101855371
LtH_7.Control	LOC101858737
LtH_7.Control	LOC101857902
LtH_7.Control	LOC101859666
LtH_7.Control	LOC106013109
LtH_7.Control	LOC101861539
LtH_7.Control	LOC101863056
LtH_7.Control	LOC101845879
LtH_7.Control	LOC101846093
LtH_7.Control	LOC101846768
LtH_7.Control	LOC101849001
LtH_7.Control	LOC101850439
LtH_7.Control	LOC101851221
LtH_7.Control	LOC101852122
LtH_7.Control	LOC100533212
LtH_7.Control	LOC101854669
LtH_7.Control	LOC101855596
LtH_7.Control	LOC101855824
LtH_7.Control	LOC101856464
LtH_7.Control	LOC101857279
LtH_7.Control	LOC101857517
LtH_7.Control	LOC101858669
LtH_7.Control	LOC101845880
LtH_7.Control	LOC101862681
LtH_7.Control	LOC101846310
LtH_7.Control	LOC106013116
LtH_7.Control	LOC101846769
LtH_7.Control	LOC101847993
LtH_7.Control	LOC101853884
LtH_7.Control	LOC101852506
LtH_7.Control	LOC106013121
LtH_7.Control	LOC101856376
LtH_7.Control	LOC106013120
LtH_7.Control	LOC100533378
LtH_7.Control	LOC101861540
LtH_7.Control	LOC101862376
LtH_7.Control	LOC101845356
LtH_7.Control	LOC101847612
LtH_7.Control	LOC101849002
LtH_7.Control	LOC106013129
LtH_7.Control	LOC101853120
LtH_7.Control	LOC101854442
LtH_7.Control	LOC101855289
LtH_7.Control	myomod1
LtH_7.Control	LOC101859044
LtH_7.Control	LOC101861614
LtH_7.Control	LOC101861844
LtH_7.Control	LOC118478564
LtH_7.Control	LOC101846770
LtH_7.Control	LOC101847454
LtH_7.Control	LOC101847688
LtH_7.Control	LOC101848384
LtH_7.Control	LOC101849408
LtH_7.Control	LOC106013145
LtH_7.Control	LOC101850281
LtH_7.Control	LOC101852960
LtH_7.Control	LOC101854286
LtH_7.Control	LOC101854982
LtH_7.Control	LOC101853583
LtH_7.Control	LOC101856377
LtH_7.Control	LOC101857367
LtH_7.Control	LOC101857600
LtH_7.Control	LOC101857829
LtH_7.Control	LOC101858969
LtH_7.Control	LOC101859438
LtH_7.Control	LOC101864178
LtH_7.Control	LOC101864649
LtH_7.Control	LOC101847763
LtH_7.Control	LOC118478573
LtH_7.Control	LOC106013158
LtH_7.Control	LOC101849409
LtH_7.Control	LOC101853584
LtH_7.Control	LOC101858516
LtH_7.Control	LOC118478576
LtH_7.Control	LOC101861001
LtH_7.Control	LOC101845497
LtH_7.Control	LOC101862833
LtH_7.Control	LOC118478585
LtH_7.Control	LOC101846461
LtH_7.Control	LOC101846249
LtH_7.Control	LOC101850035
LtH_7.Control	LOC101853412
LtH_7.Control	LOC101855140
LtH_7.Control	LOC101855374
LtH_7.Control	LOC101855598
LtH_7.Control	LOC101856052
LtH_7.Control	LOC106013182
LtH_7.Control	LOC106013183
LtH_7.Control	LOC118478588
LtH_7.Control	LOC101859972
LtH_7.Control	LOC101849496
LtH_7.Control	LOC101848691
LtH_7.Control	LOC101857602
LtH_7.Control	LOC101854827
LtH_7.Control	LOC101856053
LtH_7.Control	LOC101856379
LtH_7.Control	LOC101858518
LtH_7.Control	LOC101859599
LtH_7.Control	LOC101860772
LtH_7.Control	LOC101861002
LtH_7.Control	LOC101862303
LtH_7.Control	LOC101862531
LtH_7.Control	LOC101863698
LtH_7.Control	LOC106013199
LtH_7.Control	LOC101850036
LtH_7.Control	LOC101850513
LtH_7.Control	LOC101854983
LtH_7.Control	LOC101855217
LtH_7.Control	LOC118477195
LtH_7.Control	LOC101856844
LtH_7.Control	LOC101857210
LtH_7.Control	LOC100533414
LtH_7.Control	LOC101859817
LtH_7.Control	LOC101861159
LtH_7.Control	LOC101860051
LtH_7.Control	LOC101864557
LtH_7.Control	LOC101846462
LtH_7.Control	LOC106013217
LtH_7.Control	LOC101850117
LtH_7.Control	LOC101850602
LtH_7.Control	LOC101851833
LtH_7.Control	LOC101851224
LtH_7.Control	LOC106013221
LtH_7.Control	LOC101855978
LtH_7.Control	LOC101857146
LtH_7.Control	LOC101858520
LtH_7.Control	LOC101860201
LtH_7.Control	LOC101862683
LtH_7.Control	LOC101863543
LtH_7.Control	LOC101864020
LtH_7.Control	LOC101864483
LtH_7.Control	LOC101846921
LtH_7.Control	LOC101849005
LtH_7.Control	LOC106013232
LtH_7.Control	LOC101848780
LtH_7.Control	LOC101851372
LtH_7.Control	LOC101851611
LtH_7.Control	LOC101851834
LtH_7.Control	LOC106013234
LtH_7.Control	LOC106013235
LtH_7.Control	LOC101857677
LtH_7.Control	LOC101857060
LtH_7.Control	LOC101860847
LtH_7.Control	LOC101863544
LtH_7.Control	LOC101849246
LtH_7.Control	LOC106013245
LtH_7.Control	LOC100533335
LtH_7.Control	LOC101852652
LtH_7.Control	LOC101857442
LtH_7.Control	LOC101857905
LtH_7.Control	LOC101858812
LtH_7.Control	LOC101859274
LtH_7.Control	LOC101861318
LtH_7.Control	LOC101863617
LtH_7.Control	LOC101845499
LtH_7.Control	LOC101846535
LtH_7.Control	LOC101856132
LtH_7.Control	LOC101856381
LtH_7.Control	LOC101863468
LtH_7.Control	LOC101862978
LtH_7.Control	LOC101864181
LtH_7.Control	LOC101848386
LtH_7.Control	LOC106013270
LtH_7.Control	LOC101856133
LtH_7.Control	LOC101860850
LtH_7.Control	LOC101862219
LtH_7.Control	LOC101863849
LtH_7.Control	LOC101850514
LtH_7.Control	LOC106013283
LtH_7.Control	LOC101852054
LtH_7.Control	LOC101853126
LtH_7.Control	LOC101855754
LtH_7.Control	LOC101853734
