"","cluster","cluster_col"
"LOC101858273","C6","#FDB462"
"LOC101862437","C6","#FDB462"
"LOC106012180","C6","#FDB462"
"LOC101850439","C6","#FDB462"
"LOC106012686","C6","#FDB462"
"LOC101856344","C6","#FDB462"
"LOC118477435","C6","#FDB462"
"LOC101853719","C6","#FDB462"
"LOC101852443","C6","#FDB462"
"LOC101859113","C6","#FDB462"
"LOC101852128","C6","#FDB462"
"LOC106013374","C6","#FDB462"
"LOC101858324","C6","#FDB462"
"LOC101845466","C6","#FDB462"
"LOC101846454","C6","#FDB462"
"LOC101862833","C6","#FDB462"
"LOC101851721","C6","#FDB462"
"LOC101846325","C6","#FDB462"
"LOC106013653","C6","#FDB462"
"LOC101860271","C6","#FDB462"
"LOC106013226","C6","#FDB462"
"LOC101863423","C6","#FDB462"
"LOC106011184","C6","#FDB462"
"LOC101861914","C6","#FDB462"
"LOC101847524","C6","#FDB462"
"LOC101859500","C6","#FDB462"
"LOC101864305","C6","#FDB462"
"LOC101852501","C6","#FDB462"
